PokemonName	PokedexLink	Description
Mienfoo	https://pokemondb.net/pokedex/mienfoo	Mienfoo is a Fighting type Pokémon introduced in Generation 5. It is known as the Martial Arts Pokémon.
Mareanie	https://pokemondb.net/pokedex/mareanie	Mareanie is a Poison/Water type Pokémon introduced in Generation 7. It is known as the Brutal Star Pokémon.
Spheal	https://pokemondb.net/pokedex/spheal	Spheal is an Ice/Water type Pokémon introduced in Generation 3. It is known as the Clap Pokémon.
Stakataka	https://pokemondb.net/pokedex/stakataka	Stakataka is a Rock/Steel type Pokémon introduced in Generation 7. It is known as the Rampart Pokémon.
Nidorino	https://pokemondb.net/pokedex/nidorino	Nidorino is a Poison type Pokémon introduced in Generation 1. It is known as the Poison Pin Pokémon.
Omastar	https://pokemondb.net/pokedex/omastar	Omastar is a Rock/Water type Pokémon introduced in Generation 1. It is known as the Spiral Pokémon.
Corviknight	https://pokemondb.net/pokedex/corviknight	Corviknight is a Flying/Steel type Pokémon introduced in Generation 8. It is known as the Raven Pokémon.
Zebstrika	https://pokemondb.net/pokedex/zebstrika	Zebstrika is an Electric type Pokémon introduced in Generation 5. It is known as the Thunderbolt Pokémon.
Dunsparce	https://pokemondb.net/pokedex/dunsparce	Dunsparce is a Normal type Pokémon introduced in Generation 2. It is known as the Land Snake Pokémon.
Zacian	https://pokemondb.net/pokedex/zacian	Zacian is a Fairy/Steel type Pokémon introduced in Generation 8. It is known as the Warrior Pokémon.
Swirlix	https://pokemondb.net/pokedex/swirlix	Swirlix is a Fairy type Pokémon introduced in Generation 6. It is known as the Cotton Candy Pokémon.
Remoraid	https://pokemondb.net/pokedex/remoraid	Remoraid is a Water type Pokémon introduced in Generation 2. It is known as the Jet Pokémon.
Dewpider	https://pokemondb.net/pokedex/dewpider	Dewpider is a Water/Bug type Pokémon introduced in Generation 7. It is known as the Water Bubble Pokémon.
Graveler	https://pokemondb.net/pokedex/graveler	Graveler is a Rock/Ground type Pokémon introduced in Generation 1. It is known as the Rock Pokémon.
Cinderace	https://pokemondb.net/pokedex/cinderace	Cinderace is a Fire type Pokémon introduced in Generation 8. It is known as the Striker Pokémon.
Grookey	https://pokemondb.net/pokedex/grookey	Grookey is a Grass type Pokémon introduced in Generation 8. It is known as the Chimp Pokémon.
Wormadam	https://pokemondb.net/pokedex/wormadam	Wormadam is a Bug/Grass type Pokémon introduced in Generation 4. It is known as the Bagworm Pokémon.
Emolga	https://pokemondb.net/pokedex/emolga	Emolga is an Electric/Flying type Pokémon introduced in Generation 5. It is known as the Sky Squirrel Pokémon.
Crawdaunt	https://pokemondb.net/pokedex/crawdaunt	Crawdaunt is a Water/Dark type Pokémon introduced in Generation 3. It is known as the Rogue Pokémon.
Clamperl	https://pokemondb.net/pokedex/clamperl	Clamperl is a Water type Pokémon introduced in Generation 3. It is known as the Bivalve Pokémon.
Sirfetch'd	https://pokemondb.net/pokedex/sirfetchd	Sirfetch'd is a Fighting type Pokémon introduced in Generation 8. It is known as the Wild Duck Pokémon.
Shiftry	https://pokemondb.net/pokedex/shiftry	Shiftry is a Grass/Dark type Pokémon introduced in Generation 3. It is known as the Wicked Pokémon.
Cascoon	https://pokemondb.net/pokedex/cascoon	Cascoon is a Bug type Pokémon introduced in Generation 3. It is known as the Cocoon Pokémon.
Treecko	https://pokemondb.net/pokedex/treecko	Treecko is a Grass type Pokémon introduced in Generation 3. It is known as the Wood Gecko Pokémon.
Obstagoon	https://pokemondb.net/pokedex/obstagoon	Obstagoon is a Dark/Normal type Pokémon introduced in Generation 8. It is known as the Blocking Pokémon.
Fennekin	https://pokemondb.net/pokedex/fennekin	Fennekin is a Fire type Pokémon introduced in Generation 6. It is known as the Fox Pokémon.
Snom	https://pokemondb.net/pokedex/snom	Snom is an Ice/Bug type Pokémon introduced in Generation 8. It is known as the Worm Pokémon.
Klang	https://pokemondb.net/pokedex/klang	Klang is a Steel type Pokémon introduced in Generation 5. It is known as the Gear Pokémon.
Dewgong	https://pokemondb.net/pokedex/dewgong	Dewgong is a Water/Ice type Pokémon introduced in Generation 1. It is known as the Sea Lion Pokémon.
Cinccino	https://pokemondb.net/pokedex/cinccino	Cinccino is a Normal type Pokémon introduced in Generation 5. It is known as the Scarf Pokémon.
Volbeat	https://pokemondb.net/pokedex/volbeat	Volbeat is a Bug type Pokémon introduced in Generation 3. It is known as the Firefly Pokémon.
Fletchling	https://pokemondb.net/pokedex/fletchling	Fletchling is a Normal/Flying type Pokémon introduced in Generation 6. It is known as the Tiny Robin Pokémon.
Volcanion	https://pokemondb.net/pokedex/volcanion	Volcanion is a Fire/Water type Pokémon introduced in Generation 6. It is known as the Steam Pokémon.
Ferrothorn	https://pokemondb.net/pokedex/ferrothorn	Ferrothorn is a Grass/Steel type Pokémon introduced in Generation 5. It is known as the Thorn Pod Pokémon.
Rookidee	https://pokemondb.net/pokedex/rookidee	Rookidee is a Flying type Pokémon introduced in Generation 8. It is known as the Tiny Bird Pokémon.
Yanma	https://pokemondb.net/pokedex/yanma	Yanma is a Bug/Flying type Pokémon introduced in Generation 2. It is known as the Clear Wing Pokémon.
Arctovish	https://pokemondb.net/pokedex/arctovish	Arctovish is a Water/Ice type Pokémon introduced in Generation 8. It is known as the Fossil Pokémon.
Araquanid	https://pokemondb.net/pokedex/araquanid	Araquanid is a Water/Bug type Pokémon introduced in Generation 7. It is known as the Water Bubble Pokémon.
Perrserker	https://pokemondb.net/pokedex/perrserker	Perrserker is a Steel type Pokémon introduced in Generation 8. It is known as the Viking Pokémon.
Slowking	https://pokemondb.net/pokedex/slowking	Slowking is a Water/Psychic type Pokémon introduced in Generation 2. It is known as the Royal Pokémon.
Deino	https://pokemondb.net/pokedex/deino	Deino is a Dark/Dragon type Pokémon introduced in Generation 5. It is known as the Irate Pokémon.
Arcanine	https://pokemondb.net/pokedex/arcanine	Arcanine is a Fire type Pokémon introduced in Generation 1. It is known as the Legendary Pokémon.
Toucannon	https://pokemondb.net/pokedex/toucannon	Toucannon is a Normal/Flying type Pokémon introduced in Generation 7. It is known as the Cannon Pokémon.
Krokorok	https://pokemondb.net/pokedex/krokorok	Krokorok is a Ground/Dark type Pokémon introduced in Generation 5. It is known as the Desert Croc Pokémon.
Sableye	https://pokemondb.net/pokedex/sableye	Sableye is a Dark/Ghost type Pokémon introduced in Generation 3. It is known as the Darkness Pokémon.
Corsola	https://pokemondb.net/pokedex/corsola	Corsola is a Water/Rock type Pokémon introduced in Generation 2. It is known as the Coral Pokémon.
Dusclops	https://pokemondb.net/pokedex/dusclops	Dusclops is a Ghost type Pokémon introduced in Generation 3. It is known as the Beckon Pokémon.
Roserade	https://pokemondb.net/pokedex/roserade	Roserade is a Grass/Poison type Pokémon introduced in Generation 4. It is known as the Bouquet Pokémon.
Litten	https://pokemondb.net/pokedex/litten	Litten is a Fire type Pokémon introduced in Generation 7. It is known as the Fire Cat Pokémon.
Blipbug	https://pokemondb.net/pokedex/blipbug	Blipbug is a Bug type Pokémon introduced in Generation 8. It is known as the Larva Pokémon.
Dodrio	https://pokemondb.net/pokedex/dodrio	Dodrio is a Normal/Flying type Pokémon introduced in Generation 1. It is known as the Triple Bird Pokémon.
Klinklang	https://pokemondb.net/pokedex/klinklang	Klinklang is a Steel type Pokémon introduced in Generation 5. It is known as the Gear Pokémon.
Skrelp	https://pokemondb.net/pokedex/skrelp	Skrelp is a Poison/Water type Pokémon introduced in Generation 6. It is known as the Mock Kelp Pokémon.
Swoobat	https://pokemondb.net/pokedex/swoobat	Swoobat is a Psychic/Flying type Pokémon introduced in Generation 5. It is known as the Courting Pokémon.
Helioptile	https://pokemondb.net/pokedex/helioptile	Helioptile is an Electric/Normal type Pokémon introduced in Generation 6. It is known as the Generator Pokémon.
Victini	https://pokemondb.net/pokedex/victini	Victini is a Psychic/Fire type Pokémon introduced in Generation 5. It is known as the Victory Pokémon.
Prinplup	https://pokemondb.net/pokedex/prinplup	Prinplup is a Water type Pokémon introduced in Generation 4. It is known as the Penguin Pokémon.
Bounsweet	https://pokemondb.net/pokedex/bounsweet	Bounsweet is a Grass type Pokémon introduced in Generation 7. It is known as the Fruit Pokémon.
Dratini	https://pokemondb.net/pokedex/dratini	Dratini is a Dragon type Pokémon introduced in Generation 1. It is known as the Dragon Pokémon.
Runerigus	https://pokemondb.net/pokedex/runerigus	Runerigus is a Ground/Ghost type Pokémon introduced in Generation 8. It is known as the Grudge Pokémon.
Servine	https://pokemondb.net/pokedex/servine	Servine is a Grass type Pokémon introduced in Generation 5. It is known as the Grass Snake Pokémon.
Vespiquen	https://pokemondb.net/pokedex/vespiquen	Vespiquen is a Bug/Flying type Pokémon introduced in Generation 4. It is known as the Beehive Pokémon.
Mamoswine	https://pokemondb.net/pokedex/mamoswine	Mamoswine is an Ice/Ground type Pokémon introduced in Generation 4. It is known as the Twin Tusk Pokémon.
Nidoran?	https://pokemondb.net/pokedex/nidoran-f	Nidoran? is a Poison type Pokémon introduced in Generation 1. It is known as the Poison Pin Pokémon.
Wooper	https://pokemondb.net/pokedex/wooper	Wooper is a Water/Ground type Pokémon introduced in Generation 2. It is known as the Water Fish Pokémon.
Escavalier	https://pokemondb.net/pokedex/escavalier	Escavalier is a Bug/Steel type Pokémon introduced in Generation 5. It is known as the Cavalry Pokémon.
Sealeo	https://pokemondb.net/pokedex/sealeo	Sealeo is an Ice/Water type Pokémon introduced in Generation 3. It is known as the Ball Roll Pokémon.
Marowak	https://pokemondb.net/pokedex/marowak	Marowak is a Ground type Pokémon introduced in Generation 1. It is known as the Bone Keeper Pokémon.
Electrike	https://pokemondb.net/pokedex/electrike	Electrike is an Electric type Pokémon introduced in Generation 3. It is known as the Lightning Pokémon.
Shuppet	https://pokemondb.net/pokedex/shuppet	Shuppet is a Ghost type Pokémon introduced in Generation 3. It is known as the Puppet Pokémon.
Galvantula	https://pokemondb.net/pokedex/galvantula	Galvantula is a Bug/Electric type Pokémon introduced in Generation 5. It is known as the EleSpider Pokémon.
Makuhita	https://pokemondb.net/pokedex/makuhita	Makuhita is a Fighting type Pokémon introduced in Generation 3. It is known as the Guts Pokémon.
Delcatty	https://pokemondb.net/pokedex/delcatty	Delcatty is a Normal type Pokémon introduced in Generation 3. It is known as the Prim Pokémon.
Castform	https://pokemondb.net/pokedex/castform	Castform is a Normal type Pokémon introduced in Generation 3. It is known as the Weather Pokémon.
Petilil	https://pokemondb.net/pokedex/petilil	Petilil is a Grass type Pokémon introduced in Generation 5. It is known as the Bulb Pokémon.
Drampa	https://pokemondb.net/pokedex/drampa	Drampa is a Normal/Dragon type Pokémon introduced in Generation 7. It is known as the Placid Pokémon.
Grotle	https://pokemondb.net/pokedex/grotle	Grotle is a Grass type Pokémon introduced in Generation 4. It is known as the Grove Pokémon.
Drifloon	https://pokemondb.net/pokedex/drifloon	Drifloon is a Ghost/Flying type Pokémon introduced in Generation 4. It is known as the Balloon Pokémon.
Lycanroc	https://pokemondb.net/pokedex/lycanroc	Lycanroc is a Rock type Pokémon introduced in Generation 7. It is known as the Wolf Pokémon.
Stunfisk	https://pokemondb.net/pokedex/stunfisk	Stunfisk is a Ground/Electric type Pokémon introduced in Generation 5. It is known as the Trap Pokémon.
Sandslash	https://pokemondb.net/pokedex/sandslash	Sandslash is a Ground type Pokémon introduced in Generation 1. It is known as the Mouse Pokémon.
Sylveon	https://pokemondb.net/pokedex/sylveon	Sylveon is a Fairy type Pokémon introduced in Generation 6. It is known as the Intertwining Pokémon.
Bronzong	https://pokemondb.net/pokedex/bronzong	Bronzong is a Steel/Psychic type Pokémon introduced in Generation 4. It is known as the Bronze Bell Pokémon.
Hippopotas	https://pokemondb.net/pokedex/hippopotas	Hippopotas is a Ground type Pokémon introduced in Generation 4. It is known as the Hippo Pokémon.
Watchog	https://pokemondb.net/pokedex/watchog	Watchog is a Normal type Pokémon introduced in Generation 5. It is known as the Lookout Pokémon.
Bonsly	https://pokemondb.net/pokedex/bonsly	Bonsly is a Rock type Pokémon introduced in Generation 4. It is known as the Bonsai Pokémon.
Combusken	https://pokemondb.net/pokedex/combusken	Combusken is a Fire/Fighting type Pokémon introduced in Generation 3. It is known as the Young Fowl Pokémon.
Centiskorch	https://pokemondb.net/pokedex/centiskorch	Centiskorch is a Fire/Bug type Pokémon introduced in Generation 8. It is known as the Radiator Pokémon.
Deoxys	https://pokemondb.net/pokedex/deoxys	Deoxys is a Psychic type Pokémon introduced in Generation 3. It is known as the DNA Pokémon.
Golduck	https://pokemondb.net/pokedex/golduck	Golduck is a Water type Pokémon introduced in Generation 1. It is known as the Duck Pokémon.
Frogadier	https://pokemondb.net/pokedex/frogadier	Frogadier is a Water type Pokémon introduced in Generation 6. It is known as the Bubble Frog Pokémon.
Tapu Lele	https://pokemondb.net/pokedex/tapu-lele	Tapu Lele is a Psychic/Fairy type Pokémon introduced in Generation 7. It is known as the Land Spirit Pokémon.
Cryogonal	https://pokemondb.net/pokedex/cryogonal	Cryogonal is an Ice type Pokémon introduced in Generation 5. It is known as the Crystallizing Pokémon.
Lairon	https://pokemondb.net/pokedex/lairon	Lairon is a Steel/Rock type Pokémon introduced in Generation 3. It is known as the Iron Armor Pokémon.
Snorunt	https://pokemondb.net/pokedex/snorunt	Snorunt is an Ice type Pokémon introduced in Generation 3. It is known as the Snow Hat Pokémon.
Kricketot	https://pokemondb.net/pokedex/kricketot	Kricketot is a Bug type Pokémon introduced in Generation 4. It is known as the Cricket Pokémon.
Haunter	https://pokemondb.net/pokedex/haunter	Haunter is a Ghost/Poison type Pokémon introduced in Generation 1. It is known as the Gas Pokémon.
Kricketune	https://pokemondb.net/pokedex/kricketune	Kricketune is a Bug type Pokémon introduced in Generation 4. It is known as the Cricket Pokémon.
Minccino	https://pokemondb.net/pokedex/minccino	Minccino is a Normal type Pokémon introduced in Generation 5. It is known as the Chinchilla Pokémon.
Nuzleaf	https://pokemondb.net/pokedex/nuzleaf	Nuzleaf is a Grass/Dark type Pokémon introduced in Generation 3. It is known as the Wily Pokémon.
Pansear	https://pokemondb.net/pokedex/pansear	Pansear is a Fire type Pokémon introduced in Generation 5. It is known as the High Temp Pokémon.
Mimikyu	https://pokemondb.net/pokedex/mimikyu	Mimikyu is a Ghost/Fairy type Pokémon introduced in Generation 7. It is known as the Disguise Pokémon.
Lanturn	https://pokemondb.net/pokedex/lanturn	Lanturn is a Water/Electric type Pokémon introduced in Generation 2. It is known as the Light Pokémon.
Magmar	https://pokemondb.net/pokedex/magmar	Magmar is a Fire type Pokémon introduced in Generation 1. It is known as the Spitfire Pokémon.
Seismitoad	https://pokemondb.net/pokedex/seismitoad	Seismitoad is a Water/Ground type Pokémon introduced in Generation 5. It is known as the Vibration Pokémon.
Frillish	https://pokemondb.net/pokedex/frillish	Frillish is a Water/Ghost type Pokémon introduced in Generation 5. It is known as the Floating Pokémon.
Luvdisc	https://pokemondb.net/pokedex/luvdisc	Luvdisc is a Water type Pokémon introduced in Generation 3. It is known as the Rendezvous Pokémon.
Hakamo-o	https://pokemondb.net/pokedex/hakamo-o	Hakamo-o is a Dragon/Fighting type Pokémon introduced in Generation 7. It is known as the Scaly Pokémon.
Heatran	https://pokemondb.net/pokedex/heatran	Heatran is a Fire/Steel type Pokémon introduced in Generation 4. It is known as the Lava Dome Pokémon.
Tyranitar	https://pokemondb.net/pokedex/tyranitar	Tyranitar is a Rock/Dark type Pokémon introduced in Generation 2. It is known as the Armor Pokémon.
Bronzor	https://pokemondb.net/pokedex/bronzor	Bronzor is a Steel/Psychic type Pokémon introduced in Generation 4. It is known as the Bronze Pokémon.
Chikorita	https://pokemondb.net/pokedex/chikorita	Chikorita is a Grass type Pokémon introduced in Generation 2. It is known as the Leaf Pokémon.
Tapu Koko	https://pokemondb.net/pokedex/tapu-koko	Tapu Koko is an Electric/Fairy type Pokémon introduced in Generation 7. It is known as the Land Spirit Pokémon.
Sharpedo	https://pokemondb.net/pokedex/sharpedo	Sharpedo is a Water/Dark type Pokémon introduced in Generation 3. It is known as the Brutal Pokémon.
Rockruff	https://pokemondb.net/pokedex/rockruff	Rockruff is a Rock type Pokémon introduced in Generation 7. It is known as the Puppy Pokémon.
Spiritomb	https://pokemondb.net/pokedex/spiritomb	Spiritomb is a Ghost/Dark type Pokémon introduced in Generation 4. It is known as the Forbidden Pokémon.
Stunky	https://pokemondb.net/pokedex/stunky	Stunky is a Poison/Dark type Pokémon introduced in Generation 4. It is known as the Skunk Pokémon.
Tranquill	https://pokemondb.net/pokedex/tranquill	Tranquill is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Wild Pigeon Pokémon.
Hatterene	https://pokemondb.net/pokedex/hatterene	Hatterene is a Psychic/Fairy type Pokémon introduced in Generation 8. It is known as the Silent Pokémon.
Gossifleur	https://pokemondb.net/pokedex/gossifleur	Gossifleur is a Grass type Pokémon introduced in Generation 8. It is known as the Flowering Pokémon.
Baltoy	https://pokemondb.net/pokedex/baltoy	Baltoy is a Ground/Psychic type Pokémon introduced in Generation 3. It is known as the Clay Doll Pokémon.
Xerneas	https://pokemondb.net/pokedex/xerneas	Xerneas is a Fairy type Pokémon introduced in Generation 6. It is known as the Life Pokémon.
Unfezant	https://pokemondb.net/pokedex/unfezant	Unfezant is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Proud Pokémon.
Pikipek	https://pokemondb.net/pokedex/pikipek	Pikipek is a Normal/Flying type Pokémon introduced in Generation 7. It is known as the Woodpecker Pokémon.
Bastiodon	https://pokemondb.net/pokedex/bastiodon	Bastiodon is a Rock/Steel type Pokémon introduced in Generation 4. It is known as the Shield Pokémon.
Greedent	https://pokemondb.net/pokedex/greedent	Greedent is a Normal type Pokémon introduced in Generation 8. It is known as the Greedy Pokémon.
Pangoro	https://pokemondb.net/pokedex/pangoro	Pangoro is a Fighting/Dark type Pokémon introduced in Generation 6. It is known as the Daunting Pokémon.
Exeggutor	https://pokemondb.net/pokedex/exeggutor	Exeggutor is a Grass/Psychic type Pokémon introduced in Generation 1. It is known as the Coconut Pokémon.
Qwilfish	https://pokemondb.net/pokedex/qwilfish	Qwilfish is a Water/Poison type Pokémon introduced in Generation 2. It is known as the Balloon Pokémon.
Igglybuff	https://pokemondb.net/pokedex/igglybuff	Igglybuff is a Normal/Fairy type Pokémon introduced in Generation 2. It is known as the Balloon Pokémon.
Drednaw	https://pokemondb.net/pokedex/drednaw	Drednaw is a Water/Rock type Pokémon introduced in Generation 8. It is known as the Bite Pokémon.
Duskull	https://pokemondb.net/pokedex/duskull	Duskull is a Ghost type Pokémon introduced in Generation 3. It is known as the Requiem Pokémon.
Wimpod	https://pokemondb.net/pokedex/wimpod	Wimpod is a Bug/Water type Pokémon introduced in Generation 7. It is known as the Turn Tail Pokémon.
Gumshoos	https://pokemondb.net/pokedex/gumshoos	Gumshoos is a Normal type Pokémon introduced in Generation 7. It is known as the Stakeout Pokémon.
Popplio	https://pokemondb.net/pokedex/popplio	Popplio is a Water type Pokémon introduced in Generation 7. It is known as the Sea Lion Pokémon.
Dedenne	https://pokemondb.net/pokedex/dedenne	Dedenne is an Electric/Fairy type Pokémon introduced in Generation 6. It is known as the Antenna Pokémon.
Clawitzer	https://pokemondb.net/pokedex/clawitzer	Clawitzer is a Water type Pokémon introduced in Generation 6. It is known as the Howitzer Pokémon.
Lickilicky	https://pokemondb.net/pokedex/lickilicky	Lickilicky is a Normal type Pokémon introduced in Generation 4. It is known as the Licking Pokémon.
Thundurus	https://pokemondb.net/pokedex/thundurus	Thundurus is an Electric/Flying type Pokémon introduced in Generation 5. It is known as the Bolt Strike Pokémon.
Burmy	https://pokemondb.net/pokedex/burmy	Burmy is a Bug type Pokémon introduced in Generation 4. It is known as the Bagworm Pokémon.
Seel	https://pokemondb.net/pokedex/seel	Seel is a Water type Pokémon introduced in Generation 1. It is known as the Sea Lion Pokémon.
Tympole	https://pokemondb.net/pokedex/tympole	Tympole is a Water type Pokémon introduced in Generation 5. It is known as the Tadpole Pokémon.
Furfrou	https://pokemondb.net/pokedex/furfrou	Furfrou is a Normal type Pokémon introduced in Generation 6. It is known as the Poodle Pokémon.
Victreebel	https://pokemondb.net/pokedex/victreebel	Victreebel is a Grass/Poison type Pokémon introduced in Generation 1. It is known as the Flycatcher Pokémon.
Omanyte	https://pokemondb.net/pokedex/omanyte	Omanyte is a Rock/Water type Pokémon introduced in Generation 1. It is known as the Spiral Pokémon.
Ho-oh	https://pokemondb.net/pokedex/ho-oh	Ho-oh is a Fire/Flying type Pokémon introduced in Generation 2. It is known as the Rainbow Pokémon.
Gastrodon	https://pokemondb.net/pokedex/gastrodon	Gastrodon is a Water/Ground type Pokémon introduced in Generation 4. It is known as the Sea Slug Pokémon.
Gulpin	https://pokemondb.net/pokedex/gulpin	Gulpin is a Poison type Pokémon introduced in Generation 3. It is known as the Stomach Pokémon.
Excadrill	https://pokemondb.net/pokedex/excadrill	Excadrill is a Ground/Steel type Pokémon introduced in Generation 5. It is known as the Subterrene Pokémon.
Litleo	https://pokemondb.net/pokedex/litleo	Litleo is a Fire/Normal type Pokémon introduced in Generation 6. It is known as the Lion Cub Pokémon.
Deerling	https://pokemondb.net/pokedex/deerling	Deerling is a Normal/Grass type Pokémon introduced in Generation 5. It is known as the Season Pokémon.
Yamper	https://pokemondb.net/pokedex/yamper	Yamper is an Electric type Pokémon introduced in Generation 8. It is known as the Puppy Pokémon.
Regidrago	https://pokemondb.net/pokedex/regidrago	Regidrago is a Dragon type Pokémon introduced in Generation 8. It is known as the Dragon Orb Pokémon.
Goodra	https://pokemondb.net/pokedex/goodra	Goodra is a Dragon type Pokémon introduced in Generation 6. It is known as the Dragon Pokémon.
Urshifu	https://pokemondb.net/pokedex/urshifu	Urshifu is a Fighting/Dark type Pokémon introduced in Generation 8. It is known as the Wushu Pokémon.
Eternatus	https://pokemondb.net/pokedex/eternatus	Eternatus is a Poison/Dragon type Pokémon introduced in Generation 8. It is known as the Gigantic Pokémon.
Wobbuffet	https://pokemondb.net/pokedex/wobbuffet	Wobbuffet is a Psychic type Pokémon introduced in Generation 2. It is known as the Patient Pokémon.
Tsareena	https://pokemondb.net/pokedex/tsareena	Tsareena is a Grass type Pokémon introduced in Generation 7. It is known as the Fruit Pokémon.
Reuniclus	https://pokemondb.net/pokedex/reuniclus	Reuniclus is a Psychic type Pokémon introduced in Generation 5. It is known as the Multiplying Pokémon.
Feraligatr	https://pokemondb.net/pokedex/feraligatr	Feraligatr is a Water type Pokémon introduced in Generation 2. It is known as the Big Jaw Pokémon.
Eldegoss	https://pokemondb.net/pokedex/eldegoss	Eldegoss is a Grass type Pokémon introduced in Generation 8. It is known as the Cotton Bloom Pokémon.
Shellder	https://pokemondb.net/pokedex/shellder	Shellder is a Water type Pokémon introduced in Generation 1. It is known as the Bivalve Pokémon.
Smeargle	https://pokemondb.net/pokedex/smeargle	Smeargle is a Normal type Pokémon introduced in Generation 2. It is known as the Painter Pokémon.
Venonat	https://pokemondb.net/pokedex/venonat	Venonat is a Bug/Poison type Pokémon introduced in Generation 1. It is known as the Insect Pokémon.
Weezing	https://pokemondb.net/pokedex/weezing	Weezing is a Poison type Pokémon introduced in Generation 1. It is known as the Poison Gas Pokémon.
Sunflora	https://pokemondb.net/pokedex/sunflora	Sunflora is a Grass type Pokémon introduced in Generation 2. It is known as the Sun Pokémon.
Lugia	https://pokemondb.net/pokedex/lugia	Lugia is a Psychic/Flying type Pokémon introduced in Generation 2. It is known as the Diving Pokémon.
Flapple	https://pokemondb.net/pokedex/flapple	Flapple is a Grass/Dragon type Pokémon introduced in Generation 8. It is known as the Apple Wing Pokémon.
Eiscue	https://pokemondb.net/pokedex/eiscue	Eiscue is an Ice type Pokémon introduced in Generation 8. It is known as the Penguin Pokémon.
Ursaring	https://pokemondb.net/pokedex/ursaring	Ursaring is a Normal type Pokémon introduced in Generation 2. It is known as the Hibernator Pokémon.
Salandit	https://pokemondb.net/pokedex/salandit	Salandit is a Poison/Fire type Pokémon introduced in Generation 7. It is known as the Toxic Lizard Pokémon.
Rillaboom	https://pokemondb.net/pokedex/rillaboom	Rillaboom is a Grass type Pokémon introduced in Generation 8. It is known as the Drummer Pokémon.
Fomantis	https://pokemondb.net/pokedex/fomantis	Fomantis is a Grass type Pokémon introduced in Generation 7. It is known as the Sickle Grass Pokémon.
Nosepass	https://pokemondb.net/pokedex/nosepass	Nosepass is a Rock type Pokémon introduced in Generation 3. It is known as the Compass Pokémon.
Jolteon	https://pokemondb.net/pokedex/jolteon	Jolteon is an Electric type Pokémon introduced in Generation 1. It is known as the Lightning Pokémon.
Froslass	https://pokemondb.net/pokedex/froslass	Froslass is an Ice/Ghost type Pokémon introduced in Generation 4. It is known as the Snow Land Pokémon.
Landorus	https://pokemondb.net/pokedex/landorus	Landorus is a Ground/Flying type Pokémon introduced in Generation 5. It is known as the Abundance Pokémon.
Heracross	https://pokemondb.net/pokedex/heracross	Heracross is a Bug/Fighting type Pokémon introduced in Generation 2. It is known as the Single Horn Pokémon.
Cursola	https://pokemondb.net/pokedex/cursola	Cursola is a Ghost type Pokémon introduced in Generation 8. It is known as the Coral Pokémon.
Charmander	https://pokemondb.net/pokedex/charmander	Charmander is a Fire type Pokémon introduced in Generation 1. It is known as the Lizard Pokémon.
Hawlucha	https://pokemondb.net/pokedex/hawlucha	Hawlucha is a Fighting/Flying type Pokémon introduced in Generation 6. It is known as the Wrestling Pokémon.
Honchkrow	https://pokemondb.net/pokedex/honchkrow	Honchkrow is a Dark/Flying type Pokémon introduced in Generation 4. It is known as the Big Boss Pokémon.
Sizzlipede	https://pokemondb.net/pokedex/sizzlipede	Sizzlipede is a Fire/Bug type Pokémon introduced in Generation 8. It is known as the Radiator Pokémon.
Slowbro	https://pokemondb.net/pokedex/slowbro	Slowbro is a Water/Psychic type Pokémon introduced in Generation 1. It is known as the Hermit Crab Pokémon.
Buzzwole	https://pokemondb.net/pokedex/buzzwole	Buzzwole is a Bug/Fighting type Pokémon introduced in Generation 7. It is known as the Swollen Pokémon.
Skiploom	https://pokemondb.net/pokedex/skiploom	Skiploom is a Grass/Flying type Pokémon introduced in Generation 2. It is known as the Cottonweed Pokémon.
Lilligant	https://pokemondb.net/pokedex/lilligant	Lilligant is a Grass type Pokémon introduced in Generation 5. It is known as the Flowering Pokémon.
Guzzlord	https://pokemondb.net/pokedex/guzzlord	Guzzlord is a Dark/Dragon type Pokémon introduced in Generation 7. It is known as the Junkivore Pokémon.
Sawk	https://pokemondb.net/pokedex/sawk	Sawk is a Fighting type Pokémon introduced in Generation 5. It is known as the Karate Pokémon.
Tornadus	https://pokemondb.net/pokedex/tornadus	Tornadus is a Flying type Pokémon introduced in Generation 5. It is known as the Cyclone Pokémon.
Basculin	https://pokemondb.net/pokedex/basculin	Basculin is a Water type Pokémon introduced in Generation 5. It is known as the Hostile Pokémon.
Ponyta	https://pokemondb.net/pokedex/ponyta	Ponyta is a Fire type Pokémon introduced in Generation 1. It is known as the Fire Horse Pokémon.
Magikarp	https://pokemondb.net/pokedex/magikarp	Magikarp is a Water type Pokémon introduced in Generation 1. It is known as the Fish Pokémon.
Hypno	https://pokemondb.net/pokedex/hypno	Hypno is a Psychic type Pokémon introduced in Generation 1. It is known as the Hypnosis Pokémon.
Crobat	https://pokemondb.net/pokedex/crobat	Crobat is a Poison/Flying type Pokémon introduced in Generation 2. It is known as the Bat Pokémon.
Arbok	https://pokemondb.net/pokedex/arbok	Arbok is a Poison type Pokémon introduced in Generation 1. It is known as the Cobra Pokémon.
Espeon	https://pokemondb.net/pokedex/espeon	Espeon is a Psychic type Pokémon introduced in Generation 2. It is known as the Sun Pokémon.
Darmanitan	https://pokemondb.net/pokedex/darmanitan	Darmanitan is a Fire type Pokémon introduced in Generation 5. It is known as the Blazing Pokémon.
